Ticker Listed
DG.A
MSI.A
MTZ.A
NUE.A
ARE.A
MGP.A
AZO.A
ASB.A
LPX.A
TREX.A
WSM.A
LHX.A
SITE.A
LW.A
ES.A
DFS.A
COLD.A
CABO.A
ESTC.A
SUI.A
CUBE.A
AME.A
BEN.A
DOCN.A
AN.A
MKC.A
ARCH.A
BKR.A
IVZ.A
IGT.A
FNV.A
TDY.A
NVTA.A
ALK.A
DVA.A
AG.A
NVO.A
RY.A
DASH.A
QGEN.A
VVV.A
YOU.A
NVST.A
GTLS.A
FUBO.A
DELL.A
LMND.A
J.A
RHI.A
ZEN.A
MLM.A
ESS.A
VFC.A
KGC.A
CPE.A
FMX.A
FNF.A
VRT.A
ABC.A
PEAK.A
RACE.A
HFC.A
NI.A
HDB.A
GPK.A
VNO.A
KSU.A
WEX.A
ARMK.A
AWK.A
TECK.A
TPL.A
SRE.A
IRM.A
ALLE.A
SMG.A
TTE.A
TAP.A
KMX.A
SAVE.A
DV.A
TME.A
KEYS.A
CSL.A
BHP.A
JNPR.A
BRX.A
COOK.A
NCR.A
PLNT.A
RJF.A
HSBC.A
TEVA.A
OVV.A
AMP.A
HBI.A
MDLA.A
TD.A
AMCR.A
AQN.A
VOYA.A
DOCS.A
EQNR.A
VNE.A
DNN.A
AVLR.A
OKE.A
TRV.A
RAMP.A
WFG.A
VMW.A
AGI.A
NYCB.A
ATI.A
CBRE.A
INFY.A
POST.A
HTA.A
IQV.A
JWN.A
LSI.A
NYT.A
FMC.A
AR.A
ING.A
TS.A
FICO.A
LEA.A
EVRG.A
BJ.A
CFX.A
SID.A
ECL.A
FBHS.A
PKG.A
STWD.A
OLO.A
STE.A
MTB.A
AXTA.A
IBN.A
FNB.A
Y.A
DDL.A
LEN.A
FIGS.A
SEAS.A
FOUR.A
SPB.A
BE.A
ESNT.A
HSY.A
BXP.A
BAH.A
HRL.A
GFI.A
COUR.A
ATO.A
RVLV.A
FE.A
ANF.A
STL.A
PWR.A
CNO.A
CMG.A
CPRI.A
PBA.A
DOV.A
ROL.A
PBF.A
PNR.A
DNB.A
BG.A
PKI.A
TYL.A
FLO.A
PFGC.A
WCN.A
SNV.A
BLDR.A
CLVT.A
BCS.A
TU.A
MMP.A
HLF.A
AOS.A
TXT.A
ABB.A
PRGO.A
INGR.A
PK.A
MAA.A
EFX.A
DT.A
AA.A
CRI.A
SNR.A
INT.A
RS.A
YETI.A
CHGG.A
BGS.A
IEX.A
IAA.A
TDG.A
KBR.A
EPAM.A
OSK.A
TNL.A
ZTO.A
WAB.A
UHS.A
NOV.A
SWCH.A
STOR.A
NEWR.A
EAF.A
WHR.A
BNS.A
CTLT.A
GME.A
MTG.A
SBSW.A
EMN.A
PSFE.A
OUT.A
MHK.A
ZH.A
JMIA.A
ATC.A
CIEN.A
OMF.A
DM.A
GPC.A
FTCH.A
SEE.A
MATX.A
DTM.A
DB.A
XYL.A
THO.A
MIC.A
CX.A
RIG.A
UDR.A
MPLX.A
MAN.A
CCJ.A
RNR.A
FL.A
SQM.A
BOX.A
MAXR.A
KNX.A
LAW.A
AEO.A
BCO.A
AZEK.A
EXP.A
BAP.A
STLA.A
PAGS.A
DAR.A
AIZ.A
BFAM.A
LC.A
VLRS.A
SWN.A
PLAN.A
BRO.A
ARW.A
DTE.A
FTI.A
OMI.A
HRB.A
TKR.A
KBH.A
HL.A
PSTG.A
ADT.A
CXM.A
WLK.A
SQSP.A
ACI.A
KRC.A
AMN.A
DKS.A
GENI.A
NLSN.A
DIDI.A
PEB.A
KAR.A
MXL.A
SLF.A
LTHM.A
L.A
GL.A
SJM.A
TTM.A
UBS.A
GRA.A
AYI.A
DAO.A
BALY.A
SAIL.A
CCK.A
HMY.A
WEC.A
NRZ.A
CPT.A
PSTH.A
CLDR.A
AEM.A
BBVA.A
ATKR.A
FND.A
ZIM.A
RCI.A
TDC.A
OGN.A
SIX.A
SM.A
RELX.A
SKY.A
ST.A
ASH.A
COO.A
AMX.A
BKI.A
UGI.A
FSR.A
CLR.A
AJG.A
HUBB.A
AZUL.A
RRC.A
OGE.A
MTDR.A
EFC.A
CS.A
HGV.A
SAN.A
MP.A
SHAK.A
BEPC.A
CUK.A
AVY.A
MKL.A
AL.A
MUR.A
FRT.A
AGCO.A
GS_pa.A
NTP.A
WCC.A
CIG.A
SJR.A
ALSN.A
ELY.A
HIW.A
ONTO.A
R.A
KL.A
DOC.A
RBA.A
ADNT.A
SI.A
PVH.A
CNX.A
MMS.A
EBS.A
TFII.A
FUN.A
SKX.A
THS.A
KEX.A
COTY.A
ORI.A
QTWO.A
BFb.A
WPC.A
MTD.A
THC.A
IVR.A
AM.A
EPC.A
KMT.A
GL_pd.A
SPR.A
RE.A
SNA.A
WSO.A
NNN.A
LEG.A
LEVI.A
LPI.A
HOG.A
BC.A
TPX.A
OC.A
GOOS.A
OSH.A
ENR.A
RLX.A
BRFS.A
TRGP.A
CPA.A
CC.A
MT.A
AGTI.A
MSM.A
NTCO.A
SLG.A
LXP.A
EIX.A
BRDG.A
CWH.A
BR.A
CM.A
NOMD.A
DEI.A
PHG.A
BIPC.A
IS.A
VET.A
EVR.A
GIL.A
NHI.A
CAI.A
CNHI.A
BARK.A
WLL.A
NVT.A
APAM.A
SHLX.A
VAC.A
CCEP.A
SCCO.A
ALC.A
TWO.A
EXR.A
MDU.A
CUZ.A
SCI.A
UFS.A
JBI.A
SBH.A
RGA.A
CNMD.A
JOBY.A
ETRN.A
EVRI.A
SAIC.A
DY.A
AMWL.A
INST.A
EME.A
LAZ.A
HUYA.A
HASI.A
OFC.A
ASX.A
GGG.A
MAC.A
NUS.A
CHWY.A
ENV.A
SONY.A
BERY.A
EC.A
GPI.A
ALIT.A
CLH.A
BHVN.A
ESI.A
RYAN.A
GLOB.A
WRB.A
AFG.A
DDD.A
CDE.A
CMA.A
WMS.A
YELP.A
SSTK.A
CWK.A
PRTY.A
PFSI.A
AMRC.A
AMG.A
VEDL.A
GWW.A
CEQP.A
SWX.A
FBP.A
HII.A
ASAN.A
FLS.A
ENBL.A
FTS.A
ABG.A
DCI.A
ATH.A
CBT.A
COR.A
GWRE.A
TRTN.A
WTRG.A
BHG.A
GHC.A
TMST.A
RGR.A
AI.A
C_pn.A
TPH.A
NOVA.A
STAG.A
RXN.A
ETWO.A
LAC.A
WBS.A
SRC.A
IMAX.A
PING.A
STEM.A
SUM.A
ENVA.A
UWMC.A
EOSE.A
CNR.A
BNL.A
BIO.A
PWSC.A
SGFY.A
WIT.A
HRC.A
PRMW.A
DCP.A
AGR.A
ALV.A
MGY.A
CNM.A
H.A
GKOS.A
SAP.A
VCRA.A
HAYW.A
STM.A
REXR.A
ORLA.A
RKT.A
MWA.A
BXS.A
DHR_pa.A
MHO.A
TEX.A
ERJ.A
ARES.A
CIT.A
FAF.A
BKE.A
REXR_pa.A
FDS.A
ASGN.A
ORA.A
DAN.A
JBL.A
FXLV.A
SF.A
AVB.A
DRH.A
OLN.A
SHO.A
ACM.A
ATGE.A
CNNE.A
PBI.A
RPAI.A
AMAM.A
LU.A
HHC.A
TMHC.A
PATH.A
WNS.A
PAG.A
RPM.A
PII.A
HP.A
GBX.A
JEF.A
EGHT.A
BAC_pl.A
SAM.A
MFA.A
FLR.A
RAD.A
MBT.A
CIM.A
LYG.A
KMPR.A
BOOT.A
TROX.A
DLB.A
TOL.A
AER.A
DHR_pb.A
EB.A
PCOR.A
TDS.A
CSTM.A
BWXT.A
ARI.A
CRK.A
BKH.A
BCC.A
MTOR.A
DK.A
RHP.A
ABM.A
SNX.A
BTU.A
CADE.A
BKD.A
PIPR.A
USB_pa.A
MD.A
HLI.A
NEP.A
MTH.A
RDN.A
POR.A
BFLY.A
AGL.A
AEG.A
SAH.A
WGO.A
WTM.A
XRX.A
UNVR.A
AVNS.A
CFR.A
TAK.A
GATO.A
BKU.A
DEN.A
TSE.A
SJI.A
VAL.A
GWB.A
GIB.A
HPP.A
TIMB.A
GTES.A
REZI.A
WES.A
JKS.A
CHE.A
MSGE.A
RSKD.A
TV.A
ADS.A
TMX.A
AJAX.A
TRTN_pa.A
FSM.A
CBD.A
ATCO.A
ELS.A
HBM.A
FBC.A
HAE.A
MED.A
PD.A
SWI.A
TEF.A
HXL.A
WH.A
CVA.A
TGNA.A
SC.A
STAR.A
VTEX.A
CRC.A
SEM.A
SEAH.A
SITC.A
DOOR.A
BIP.A
DBRG.A
ACC.A
PEN.A
TRU.A
STNG.A
BSX_pa.A
KTB.A
AVNT.A
EHC.A
EVTC.A
DHT.A
SON.A
VSH.A
BEP.A
MDP.A
EBR.A
CCS.A
ELF.A
YMM.A
STVN.A
CACI.A
ONTF.A
TNET.A
PSN.A
FSK.A
HEI.A
SCL.A
JHG.A
KOS.A
AVYA.A
PARR.A
ZYME.A
GMED.A
HTH.A
WAL.A
RBC.A
APLE.A
SA.A
GEO.A
CRS.A
MSGS.A
LNN.A
VNT.A
RWT.A
LEV.A
ABR.A
AQUA.A
AJRD.A
FR.A
EVH.A
SIG.A
TGI.A
WWE.A
NAPA.A
CW.A
BIG.A
CANO.A
AMBP.A
PACK.A
EGO.A
KT.A
GOL.A
AGO.A
GOTU.A
IAG.A
TM.A
BSAC.A
PRG.A
CALX.A
AIRC.A
PVG.A
ATIP.A
RYN.A
ADC.A
IDA.A
PUMP.A
AIV.A
NJR.A
MUFG.A
IRT.A
G.A
ARNC.A
TRQ.A
WBT.A
CAL.A
CPG.A
RLJ.A
WFC_pl.A
DOLE.A
AROC.A
AIT.A
CMC.A
CLS.A
LFC.A
EXK.A
HI.A
SBS.A
EPR.A
ATR.A
KKR_pc.A
DNMR.A
PBH.A
BSIG.A
CBB.A
XL.A
BRBR.A
SKT.A
DBRG_pg.A
CVI.A
CHH.A
GOAC_u.A
ASR.A
PUK.A
AGRO.A
TEN.A
NSA.A
SXT.A
SMAR.A
YEXT.A
RLGY.A
MYOV.A
ALE.A
ASIX.A
JELD.A
CLB.A
RCUS.A
VZIO.A
CRHC_u.A
ITGR.A
LBRT.A
PGRE.A
COMP.A
QUOT.A
CAE.A
FRC_pm.A
AVA.A
HMC.A
ENIA.A
IIPR.A
THG.A
JBGS.A
KRG.A
AXL.A
EAT.A
WOR.A
NEE_pp.A
RNR_pg.A
MNSO.A
AZRE.A
ENS.A
MTW.A
EQC.A
VGR.A
POLY.A
UTZ.A
ENLC.A
VIV.A
DIN.A
UI.A
ELP.A
UE.A
TRN.A
JBT.A
BCEI.A
DNOW.A
ATHM.A
FHI.A
KOF.A
CAJ.A
OWL.A
AAN.A
DEO.A
GNW.A
MX.A
CR.A
SLQT.A
ROG.A
LGFa.A
HZO.A
LCII.A
GES.A
MPLN.A
BAK.A
BDN.A
SOJE.A
WHD.A
ATEN.A
OI.A
SOGO.A
KW.A
RBAC_u.A
KAMN.A
ITT.A
ORCC.A
MLNK.A
FRO.A
RLI.A
HRI.A
BOH_pa.A
KREF.A
BOH.A
TGH.A
IBP.A
PB.A
BML_pg.A
LDL.A
TX.A
NI_pb.A
EPRT.A
RSI.A
HIMS.A
ECVT.A
MOD.A
NS.A
ESE.A
UIS.A
NEX.A
AXS.A
FCPT.A
UP.A
HEP.A
VVNT.A
JPM_pc.A
SR.A
SUNL.A
TUP.A
NFG.A
CMP.A
GNK.A
UNFI.A
GOLF.A
KFY.A
GSAH.A
BFS.A
ERF.A
EQC_pd.A
CWEN.A
PMT.A
VSTO.A
GVA.A
SHO_pf.A
OR.A
EGP.A
NSP.A
GCI.A
AMH_pg.A
RMO.A
TR.A
BXMT.A
WWW.A
FVIV_u.A
ZVIA.A
XEC.A
GDOT.A
FINV.A
DLR_pl.A
BDXB.A
ZUO.A
APG.A
WFC_py.A
HTGC.A
FTAI.A
KRA.A
FCN.A
APO_pb.A
ESRT.A
TALO.A
OSCR.A
CARS.A
CXP.A
MDC.A
NGG.A
CSR.A
ARR.A
AEL.A
SUN.A
MCY.A
WD.A
GMS.A
JWa.A
YSG.A
PACE.A
HE.A
SFL.A
DAVA.A
GNL.A
MTCN.A
DBI.A
GTN.A
KAHC_u.A
SWM.A
EBRb.A
KN.A
MCW.A
PSXP.A
EURN.A
PRLB.A
SNDR.A
AIN.A
HR.A
AESC.A
TTC.A
CIM_pc.A
CAI_pb.A
ARCO.A
CCCS.A
ARR_pc.A
JWSM_u.A
VMI.A
ACA.A
TIXT.A
SJIV.A
ZIP.A
ATH_pc.A
VNO_pm.A
SCHW_pj.A
MC.A
WCC_pa.A
NIMC.A
VRTV.A
KWR.A
AAT.A
BSBR.A
BLND.A
LRN.A
AIG_pa.A
AB.A
IVR_pb.A
CIXX.A
RFP.A
FERG.A
IX.A
DEA.A
EIG.A
CYH.A
APGB_u.A
TWO_pa.A
GS_pd.A
LTC.A
TSLX.A
HCC.A
HYLN.A
PKX.A
USM.A
FUL.A
AWR.A
NS_pa.A
OPFI.A
CUBI.A
GMRE.A
SOLN.A
TPB.A
INN.A
CRH.A
FHN_pf.A
AHH_pa.A
STT_pg.A
PNM.A
WPP.A
ARGO.A
NGVT.A
DBD.A
ELAT.A
TFC_po.A
ALX.A
MTX.A
SAND.A
GEL.A
JOE.A
BAC_pp.A
OXM.A
CNP_pb.A
AKR.A
PRO.A
QTS_pb.A
CWT.A
TRNO.A
HEIa.A
BMI.A
ACCO.A
DRUA.A
MET_pa.A
WOW.A
STAR_pi.A
DLX.A
TBB.A
DUK_pa.A
DCUE.A
PTR.A
PAC.A
VNO_pk.A
SNV_pe.A
CEIX.A
AJAX_u.A
INSW.A
CNS.A
MET_pe.A
STN.A
SII.A
CMRE_pb.A
ASAI.A
GATX.A
PSA_pn.A
DRD.A
MS_pi.A
DTP.A
CBU.A
HIG_pg.A
SKM.A
PMT_pa.A
PNC_pp.A
FLOW.A
RZA.A
PSEC_pa.A
NWG.A
WRE.A
BHLB.A
TAC.A
SPXC.A
NABL.A
BRC.A
MKFG.A
F_pc.A
BML_pl.A
UGP.A
PSA_pi.A
IDT.A
AWI.A
WTS.A
F_pb.A
BVN.A
BPMP.A
NEE_pq.A
SMFG.A
BC_pb.A
ENR_pa.A
CMRE.A
TFC_pr.A
EVA.A
BIP_pb.A
ASZ_u.A
FRC_pi.A
MFA_pc.A
FDP.A
FRC_pl.A
ENIC.A
OAK_pb.A
PUK_pa.A
HY.A
PSA_pe.A
HCI.A
CCU.A
NEE_po.A
OUST.A
ALL_ph.A
ENBA.A
UZF.A
SHG.A
AHL_pc.A
MLI.A
PRI.A
C_pj.A
FCF.A
GCP.A
AMRX.A
SUZ.A
OCFT.A
PGTI.A
CBZ.A
NX.A
CMSD.A
CFG_pe.A
DESP.A
CNO_pa.A
WFC_pc.A
ET_pc.A
CIM_pd.A
GSBD.A
AIR.A
CFXA.A
KIM_pl.A
AFGC.A
JPM_pl.A
USPH.A
BAC_pk.A
SNP.A
PCGU.A
SXI.A
SNN.A
XHR.A
RPT_pd.A
ASZ.A
SCS.A
CHCT.A
COF_pg.A
REVG.A
NLY_pf.A
NOAH.A
TUYA.A
UNF.A
OIBRc.A
BAC_pb.A
AFGD.A
VNO_pl.A
BAC_pm.A
BODY.A
STC.A
IFS.A
COF_pi.A
WFC_pq.A
WFC_px.A
BCSF.A
MUSA.A
YPF.A
PNTM_u.A
BBU.A
DUKH.A
MET_pf.A
ALLY_pa.A
LADR.A
ATH_pb.A
EQH_pa.A
OGS.A
DX.A
ATCO_pi.A
PFH.A
ALL_pb.A
TPC.A
GNL_pa.A
BANC_pe.A
TBC.A
WFC_pr.A
CODI.A
IPOF.A
FIX.A
ATH_pd.A
SLG_pi.A
KB.A
DKL.A
FMS.A
MTRN.A
JWSM.A
AHL_pd.A
BANC.A
DLR_pk.A
MSP.A
PAY.A
ALEX.A
DBRG_pj.A
HSC.A
SWT.A
SOJB.A
BDC.A
PSA_ph.A
IFFT.A
CPUH_u.A
MSA.A
GFF.A
IHG.A
AEVA.A
TDA.A
B.A
SEAH_u.A
SOJD.A
GEF.A
MS_pl.A
NSA_pa.A
PAR.A
RF_pb.A
AHL_pe.A
SMWB.A
WRB_pf.A
BAC_pe.A
AGM.A
KAI.A
CHS.A
MS_pe.A
CCO.A
SCHW_pd.A
WFC_pd.A
PRA.A
MCG.A
NRZ_pa.A
SR_pa.A
VER_pf.A
ZETA.A
CIM_pb.A
PSA_pk.A
CMSA.A
GFLU.A
APTV_pa.A
OII.A
DCP_pb.A
TNC.A
UVV.A
CAI_pa.A
ALL_pg.A
AFGB.A
DFIN.A
NBHC.A
EDR.A
RZB.A
SPNT.A
GPOR.A
AEL_pb.A
STT_pd.A
BAC_po.A
TRTN_pc.A
FRC_pj.A
ZME.A
GRP_u.A
AUS_u.A
AQNB.A
MER_pk.A
ALG.A
PEB_pg.A
PSA_pj.A
INN_pe.A
ET_pd.A
GTY.A
AX.A
T_pa.A
AZZ.A
APGB.A
C_pk.A
JPM_pj.A
TGH_pa.A
HMN.A
SFBS.A
RF_pe.A
CURV.A
GCO.A
BAC_pn.A
NNN_pf.A
WRB_pe.A
CSAN.A
OFG.A
FREY.A
PJT.A
PLYM.A
CLI.A
NPO.A
MAIN.A
STL_pa.A
PSB_pz.A
SAFE.A
ADCT.A
AIZN.A
VVI.A
PEB_pd.A
GS_pj.A
ASB_pe.A
NP.A
FOE.A
PSA_pp.A
APO_pa.A
SNV_pd.A
USNA.A
FSS.A
WRB_pg.A
PSB_py.A
PRS.A
NS_pc.A
PSB_px.A
RLJ_pa.A
PSB_pw.A
WTRU.A
SRI.A
DUKB.A
BRSP.A
PACE_u.A
CVII_u.A
NUVB.A
USB_pm.A
FTAI_pb.A
UTL.A
EPR_pg.A
FNB_pe.A
CNA.A
EFC_pa.A
ALL_pi.A
AUS.A
EPR_pe.A
GNL_pb.A
MS_pa.A
AQNA.A
RF_pc.A
PSO.A
SPNT_pb.A
DRQ.A
MOGa.A
WFC_pz.A
BOAC_u.A
BXS_pa.A
SF_pc.A
AGM_pd.A
BIP_pa.A
APSG.A
SLCA.A
DTW.A
TRTN_pb.A
SKIL.A
MYTE.A
VOYA_pb.A
TGP_pb.A
CMS_pc.A
DOMA.A
CIT_pb.A
WFC_pa.A
YALA.A
ESTE.A
TWO_pc.A
MEI.A
ARGO_pa.A
ATCO_pd.A
MAX.A
PDM.A
CIB.A
NLY_pi.A
CCV_u.A
QTS_pa.A
SJW.A
WNC.A
PSA_po.A
CFR_pb.A
RC.A
ATH_pa.A
MMI.A
CMRE_pc.A
KRO.A
PSA_pl.A
KEY_pi.A
LENb.A
WFC_po.A
CODI_pb.A
CMSC.A
BC_pc.A
MGR.A
FRC_pk.A
ASPN.A
PMT_pb.A
GLT.A
KREF_pa.A
AAC_u.A
MFA_pb.A
FN.A
BOAC.A
CEQP_p.A
KKR_pb.A
RYI.A
LGFb.A
JPM_pd.A
NWN.A
ZIONO.A
MS_pk.A
BFa.A
EPAC.A
SMP.A
SSL.A
UMH_pd.A
UZE.A
BFS_pe.A
IIIN.A
TDS_pu.A
AEL_pa.A
KEY_pk.A
WRB_ph.A
SREA.A
CTS.A
SPH.A
PLYM_pa.A
SF_pb.A
FHN_pe.A
UZA.A
OAK_pa.A
AMH_pf.A
LZB.A
BRMK.A
TRTN_pd.A
WLKP.A
NTB.A
SOJC.A
COF_ph.A
PUK_p.A
CWENa.A
USB_pq.A
SCU.A
AVTR_pa.A
MGRB.A
MS_pf.A
MYE.A
CRHC.A
JPM_pk.A
SPLP_pa.A
BML_ph.A
NYCB_pa.A
OEC.A
NLY_pg.A
VAPO.A
MODN.A
BSA.A
COF_pl.A
EQH_pc.A
USAC.A
GS_pc.A
TLK.A
CHT.A
BV.A
CIM_pa.A
BSMX.A
USB_pr.A
LOMA.A
CXW.A
TBI.A
PEB_pf.A
AGX.A
STAR_pd.A
DRH_pa.A
SRC_pa.A
NXRT.A
UMH_pc.A
DBRG_pi.A
WDH.A
RBAC.A
KEY_pj.A
INN_pd.A
ORAN.A
HNGR.A
FTAI_pc.A
LPL.A
CTOS.A
COF_pj.A
RDY.A
BEP_pa.A
AVAN_u.A
WALA.A
T_pc.A
NFH.A
AMK.A
SF_pa.A
CEA.A
TARO.A
RCB.A
USB_pp.A
SPLP.A
HNI.A
KIM_pm.A
CPK.A
DTY.A
AHH.A
PBFX.A
DX_pc.A
VNO_pn.A
TFC_pi.A
MEG.A
TKC.A
HGH.A
AXS_pe.A
RPT.A
CODI_pc.A
DBRG_ph.A
FHN_pd.A
ACEL.A
PFS.A
UZD.A
FBK.A
TDI.A
BC_pa.A
AVAN.A
RERE.A
GEFb.A
MOV.A
GLP.A
HESM.A
BML_pj.A
RFL.A
CGAU.A
MNR.A
MNR_pc.A
CRY.A
VTOL.A
BBDC.A
BHE.A
DLR_pj.A
PEB_pe.A
WBS_pf.A
ERO.A
FRT_pc.A
TWO_pb.A
AL_pa.A
PEB_pc.A
AGM_pf.A
BY.A
SJIJ.A
GS_pk.A
EPR_pc.A
CPF.A
JHX.A
UHT.A
GB.A
SIM.A
E.A
TGP_pa.A
FOR.A
ABR_pd.A
ZNH.A
HNP.A
AEB.A
FRC_ph.A
RES.A
MANU.A
ATCO_ph.A
GPMT.A
IBA.A
NTST.A
DTB.A
DCP_pc.A
SHI.A
MFGP.A
CMRE_pe.A
NRZ_pc.A
NS_pb.A
AMH_ph.A
NRZ_pb.A
HLLY.A
HIPO.A
PSA_pf.A
UMH.A
UBA.A
MNRL.A
FTAI_pa.A
NEU.A
CVII.A
CODI_pa.A
IVR_pc.A
WBK.A
ARD.A
PSA_pm.A
SEMR.A
PAM.A
AFGE.A
SFB.A
ACH.A
ASB_pf.A
LDI.A
BBAR.A
CFG_pd.A
APSG_u.A
RCA.A
CPLG.A
ET_pe.A
PLOW.A
COF_pk.A
AC.A
UNMA.A
AAC.A
ECOM.A
RAAS.A
PHI.A
HKIB.A
KEP.A
FMAC.A
PRPB.A
NNI.A
USB_ph.A
PBI_pb.A
WF.A
MTL_p.A
GSAH_u.A
WMK.A
GHLD.A
NE.A
BMA.A
RNR_pf.A
TGP.A
SYF_pa.A
PSA_pg.A
KAHC.A
PNTM.A
PZN.A
UPH.A
HWM_p.A
SSD.A
PSB.A
AVAL.A
PRPB_u.A
SITC_pa.A
GOAC.A
OWLT.A
CPUH.A
NMR.A
ZEPP.A
LGV_u.A
BUR.A
TRTX.A
FLNG.A
CCV.A
CAAP.A
ICL.A
GBL.A
GIC.A
LGV.A
NEXA.A
BBDO.A
BSM.A
TEO.A
GHG.A
ITCB.A
MFG.A
ELC.A
MTL.A
BCH.A
IPOF_u.A
GRC.A
CIGc.A
HON.A
EXC.A
AZN.A
AEP.A
VIAC.A
APA.A
CGC.A
PEP.A
NWL.A
LCID.A
HST.A
WW.A
UAL.A
KDP.A
PAA.A
CLOV.A
ME.A
PFG.A
