1%;2;3;4;5;6;7;8;9;10;10. Jan
 -0.02533960; -0.05312569; -0.04128673; -0.00931184; -0.03808768; -0.01927154; -0.03438904; -0.02420406; -0.09017361; -0.04603957; -0.02069996
 -0.07702002; -0.04180335; -0.02554776; -0.03168373; -0.02841974; -0.01547182; -0.03352329; -0.03593556; -0.02694952; -0.05522334;  0.02179668
 -0.01490488; -0.00176194;  0.02513460; -0.00139193;  0.00414309;  0.00056127;  0.00065146;  0.00737232;  0.00350789; -0.00462766;  0.01027722
  0.12950939;  0.11426271;  0.09928119;  0.05634962;  0.07199732;  0.08100009;  0.08604674;  0.09768194;  0.13328285;  0.13898407;  0.00947468
  0.05509530;  0.03725774;  0.03770797;  0.01348401;  0.02519582;  0.00448608;  0.01562543;  0.02745435;  0.02325311;  0.03813169; -0.01696361
 -0.00546801;  0.01495210;  0.00457535;  0.02295346;  0.00893796;  0.03259836;  0.02432258;  0.00102968; -0.00164494; -0.00573926; -0.00027125
 -0.01866423; -0.04437784; -0.02406600; -0.01172829; -0.00994038;  0.00841328; -0.02959949; -0.02775724; -0.04053709; -0.05483826; -0.03617403
  0.00997166;  0.01275187;  0.00307339;  0.01844150;  0.01266842;  0.01911919;  0.01811801;  0.03302391;  0.02762341;  0.01567856;  0.00570690
  0.07626541;  0.04341898;  0.02655761;  0.03092355;  0.04466175;  0.02672609;  0.05421305;  0.04660786;  0.05094884;  0.08571405;  0.00944864
  0.01632166; -0.00465694; -0.03060257;  0.02941430;  0.01261467;  0.01061576;  0.03181452;  0.01499743;  0.00063810;  0.01515997; -0.00116169
  0.08982136;  0.06355233;  0.07018578;  0.05762288;  0.04875762;  0.07082885;  0.02096765;  0.05050655;  0.05652422;  0.08111135; -0.00871002
 -0.03942784; -0.00383588; -0.03516087; -0.04085847; -0.04131569; -0.03394490; -0.03022248; -0.03687200; -0.04936093; -0.02731688;  0.01211096
 -0.03656413;  0.00367993; -0.02840634; -0.00176248;  0.00669300; -0.00418817; -0.00878848; -0.00677888; -0.02443143; -0.01180588;  0.02475826
 -0.12890957; -0.09396011; -0.04290186; -0.05928966; -0.05033374; -0.03590917; -0.03427187; -0.04487504; -0.06116007; -0.07095756;  0.05795202
  0.02568083;  0.04827509;  0.04681855;  0.03754667;  0.02807359;  0.04319929;  0.03199633;  0.01258549;  0.01376618;  0.00924285; -0.01643798
 -0.00540730;  0.01616002;  0.03212033;  0.01031698;  0.04181104;  0.00484209;  0.01168066;  0.03415157;  0.00173233;  0.01774223;  0.02314952
 -0.01456407;  0.01936870;  0.00153601;  0.01966197; -0.00359930;  0.00180258;  0.01065896; -0.00498808;  0.00033946; -0.00129648;  0.01326759
 -0.13960053; -0.09617580; -0.02292563; -0.07577147; -0.05965610; -0.07094826; -0.05959583; -0.05138741; -0.08699236; -0.08188651;  0.05771402
 -0.13036355; -0.08934764; -0.05488393; -0.07327474; -0.04609722; -0.06867065; -0.05768691; -0.06270745; -0.06695395; -0.09252906;  0.03783449
  0.07333046;  0.06705611;  0.06872727;  0.05965671;  0.03876623;  0.03265028;  0.03232465;  0.05134704;  0.04553828;  0.07046231; -0.00286815
 -0.03098678; -0.04626102; -0.01277532; -0.02244954; -0.04183084; -0.04312684; -0.01439067; -0.01424603; -0.02449366; -0.01614765;  0.01483913
  0.11482110;  0.04882165;  0.05409346;  0.04663634;  0.04310322;  0.05844097;  0.03372180;  0.07102380;  0.06686049;  0.05639230; -0.05842879
 -0.06657504; -0.02697685; -0.02614702; -0.03238238; -0.02150300; -0.04696150; -0.03584703; -0.04044488; -0.02771339; -0.03954621;  0.02702882
 -0.07918621; -0.02867520;  0.00431485; -0.01730032; -0.02124354; -0.01607516; -0.02272219; -0.01375841; -0.04660142; -0.04210629;  0.03707992
 -0.10179607; -0.09020171; -0.09473138; -0.07250539; -0.07683447; -0.04063198; -0.08889012; -0.08091932; -0.06820350; -0.07862849;  0.02316757
  0.10086695;  0.03882839;  0.05627142;  0.04922133;  0.06739438;  0.07311416;  0.06648971;  0.07316012;  0.02533683;  0.03947395; -0.06139299
 -0.02628709; -0.00852312; -0.00755767; -0.00694682; -0.01709789;  0.01057170;  0.01794688;  0.01743959; -0.00299114; -0.02276036;  0.00352673
 -0.19009868; -0.12537501; -0.09880316; -0.10394047; -0.08269963; -0.09016978; -0.10782147; -0.07897295; -0.08448038; -0.14955939;  0.04053929
 -0.02485934; -0.06109342; -0.05386641; -0.05981908; -0.07334783; -0.05323133; -0.03683398; -0.05601220; -0.08992692; -0.10032119; -0.07546185
 -0.05880033; -0.04907893; -0.05824205; -0.06906262; -0.03683508; -0.06166046; -0.03854988; -0.03730925; -0.03962050; -0.09375814; -0.03495781
  0.07347444;  0.09654533;  0.08409442;  0.03705203;  0.07425492;  0.10118084;  0.08970924;  0.07163584;  0.07835107;  0.07416098;  0.00068655
  0.08384695;  0.03504977;  0.03206085;  0.05865816;  0.04396566;  0.03532209;  0.06372394;  0.06325614;  0.05404606;  0.08529501;  0.00144807
